target_col,mae_lstm,mae_transformer,mape_lstm,mape_transformer,nse_lstm,nse_transformer,rmse_lstm,rmse_transformer,delta_mae_transformer_minus_lstm,delta_rmse_transformer_minus_lstm,delta_mape_transformer_minus_lstm,delta_nse_transformer_minus_lstm
ayacucho,0.45540839433670044,0.47067779302597046,1.0016109943389893,1.0317025184631348,0.9728930592536926,0.9713631868362427,0.6272243857383728,0.6446807980537415,0.01526939868927002,0.017456412315368652,0.030091524124145508,-0.0015298724174499512
caicara,0.3779706358909607,0.37607067823410034,1.4002690315246582,1.4213132858276367,0.9840610027313232,0.9828916192054749,0.5204013586044312,0.5391538143157959,-0.0018999576568603516,0.018752455711364746,0.021044254302978516,-0.0011693835258483887
ciudad_bolivar,0.39756420254707336,0.3956588804721832,5.380449295043945,5.685482501983643,0.9858376979827881,0.9858383536338806,0.5444749593734741,0.5444617867469788,-0.0019053220748901367,-1.3172626495361328e-05,0.30503320693969727,6.556510925292969e-07
default_target,0.39756420254707336,0.7955313920974731,5.380449295043945,10.960227966308594,0.9858376979827881,0.9449840188026428,0.5444749593734741,1.0791969299316406,0.3979671895503998,0.5347219705581665,5.579778671264648,-0.040853679180145264
palua,0.37716031074523926,0.3795532286167145,10.033623695373535,11.128180503845215,0.9796825051307678,0.9794042706489563,0.49654147028923035,0.49992960691452026,0.0023929178714752197,0.003388136625289917,1.0945568084716797,-0.00027823448181152344
